コード	銘柄名	株数	取得単価	現在値	損益	PER	PBR	ROE	配当利回り	自己資本比率	営業利益率	業種	直近材料	情報源
5020	ＥＮＥＯＳホールディングス	未保有	対象外	1215	対象外	7.88	0.97	12.32	2.80	37.05	0.86	石油・石炭製品	📈【A】 自社株買い・消却、低PER/PBR。 【ファンダメンタル確認値】現在値1215、PER7.88、PBR0.97、ROE12.32、配当利回り2.80、自己資本比率37.05、営業利益率0.86 【直近材料補強 2026/06/29】バリュエーション: PER7.88倍で利益面は割安寄り、PBR0.97倍でPBR1倍割れ改善余地。 クオリティ: ROE12.32%で資本効率は強め、営業利益率0.86%で採算改善が課題。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: 原油価格・精製マージン・在庫評価・脱炭素投資がテーマ。市況依存度が高い。 次回チェック: 割安×ROEのバランスが良く、押し目候補として優先監視。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5020 / 株探決算:https://kabutan.jp/stock/finance?code=5020
5110	住友ゴム工業	未保有	対象外	2176	対象外	10.40	0.79	7.58	3.86	48.69	1.36	ゴム製品	📈【B】 低PER・PBR1倍割れ・配当3.86。 【ファンダメンタル確認値】現在値2176、PER10.40、PBR0.79、ROE7.58、配当利回り3.86、自己資本比率48.69、営業利益率1.36 【直近材料補強 2026/06/29】バリュエーション: PER10.4倍は中立圏、PBR0.79倍でPBR1倍割れ改善余地。 クオリティ: 営業利益率1.36%で採算改善が課題。 株主還元: 配当利回り3.86%でインカム妙味。 セクター材料: タイヤ需要・天然ゴム/原油・為替・EV向け高付加価値品がテーマ。海外需要の強弱を確認。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5110 / 株探決算:https://kabutan.jp/stock/finance?code=5110
5191	住友理工	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	ゴム製品	➖【C】 上場廃止済み。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
5233	太平洋セメント	未保有	対象外	4087	対象外	9.50	0.67	7.05	2.94	46.01	6.37	ガラス・土石製品	📈【A】 米Vulcan社資産買収完了。 【ファンダメンタル確認値】現在値4087、PER9.50、PBR0.67、ROE7.05、配当利回り2.94、自己資本比率46.01、営業利益率6.37 【直近材料補強 2026/06/29】バリュエーション: PER9.5倍で利益面は割安寄り、PBR0.67倍でPBR1倍割れ改善余地。 直近イベント解釈: M&A/提携による成長・再編材料。 セクター材料: 半導体/電子部材・建材需要・燃料費・中国市況がテーマ。構造改革と稼働率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5233 / 株探決算:https://kabutan.jp/stock/finance?code=5233
5332	ＴＯＴＯ	未保有	対象外	8533	対象外	30.50	2.66	8.71	1.41	63.82	6.09	ガラス・土石製品	📈【A】 増配材料。 【ファンダメンタル確認値】現在値8533、PER30.50、PBR2.66、ROE8.71、配当利回り1.41、自己資本比率63.82、営業利益率6.09 【直近材料補強 2026/06/29】バリュエーション: PER30.5倍で期待先行/割高感に注意、PBR2.66倍で資産面の割安感は薄い。 クオリティ: 自己資本比率63.82%で財務安全性高め。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: 半導体/電子部材・建材需要・燃料費・中国市況がテーマ。構造改革と稼働率が焦点。 次回チェック: 高PERを正当化する成長材料が追加で必要。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5332 / 株探決算:https://kabutan.jp/stock/finance?code=5332
5411	ＪＦＥホールディングス	未保有	対象外	1546	対象外	6.56	0.38	5.73	5.17	44.43	4.27	鉄鋼	📈【B】 低PER・PBR・高配当。 【ファンダメンタル確認値】現在値1546、PER6.56、PBR0.38、ROE5.73、配当利回り5.17、自己資本比率44.43、営業利益率4.27 【直近材料補強 2026/06/29】バリュエーション: PER6.56倍で利益面は割安寄り、PBR0.38倍でPBR1倍割れ改善余地。 クオリティ: ROE5.73%で資本効率改善待ち、営業利益率4.27%で採算改善が課題。 株主還元: 配当利回り5.17%で高配当候補。 セクター材料: 鋼材市況・中国過剰供給・自動車/建設需要・高炉再編がテーマ。市況反転待ち色が強い。 次回チェック: PBR1倍割れでもROE低めのため、資本効率改善策が出るか確認、配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5411 / 株探決算:https://kabutan.jp/stock/finance?code=5411
5943	ノーリツ	未保有	対象外	2363	対象外	11.89	0.72	6.03	4.20	61.18	1.18	金属製品	📈【B】 自己株式取得状況、高配当・PBR1倍割れ。 【ファンダメンタル確認値】現在値2363、PER11.89、PBR0.72、ROE6.03、配当利回り4.20、自己資本比率61.18、営業利益率1.18 【直近材料補強 2026/06/29】バリュエーション: PER11.89倍は中立圏、PBR0.72倍でPBR1倍割れ改善余地。 クオリティ: 営業利益率1.18%で採算改善が課題、自己資本比率61.18%で財務安全性高め。 株主還元: 配当利回り4.2%で高配当候補。 直近イベント解釈: M&A/提携による成長・再編材料。 セクター材料: 建設/住宅/自動車向け需要・価格転嫁・原材料価格がテーマ。受注残と利益率を確認。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5943 / 株探決算:https://kabutan.jp/stock/finance?code=5943
5949	ユニプレス	未保有	対象外	1220	対象外	12.09	0.41	3.39	5.74	45.37	3.26	輸送用機器	📈【B】 中計・配当。低PBR高配当だがROE低い。 【ファンダメンタル確認値】現在値1220、PER12.09、PBR0.41、ROE3.39、配当利回り5.74、自己資本比率45.37、営業利益率3.26 【直近材料補強 2026/06/29】バリュエーション: PER12.09倍は中立圏、PBR0.41倍でPBR1倍割れ改善余地。 クオリティ: ROE3.39%で資本効率改善待ち、営業利益率3.26%で採算改善が課題。 株主還元: 配当利回り5.74%で高配当候補。 セクター材料: 円安・北米需要・EV/HEV・認証/品質問題がテーマ。販売台数とマージンを確認。 次回チェック: PBR1倍割れでもROE低めのため、資本効率改善策が出るか確認、配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=5949 / 株探決算:https://kabutan.jp/stock/finance?code=5949
6027	弁護士ドットコム	未保有	対象外	2050	対象外	22.97	6.46	28.11	0.00	53.18	13.53	サービス業	📈【A】 法務AIエージェント化、ROE高い。 【ファンダメンタル確認値】現在値2050、PER22.97、PBR6.46、ROE28.11、配当利回り0.00、自己資本比率53.18、営業利益率13.53 【直近材料補強 2026/06/29】バリュエーション: PER22.97倍は中立圏、PBR6.46倍で資産面の割安感は薄い。 クオリティ: ROE28.11%で資本効率は強め。 株主還元: 配当利回り0%で還元妙味は弱め。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=6027 / 株探決算:https://kabutan.jp/stock/finance?code=6027
6080	Ｍ＆Ａキャピタルパートナーズ	未保有	対象外	3390	対象外	14.88	2.36	15.89	2.02	79.19	34.62	サービス業	📈【A】 岐阜新聞社との業務提携。 【ファンダメンタル確認値】現在値3390、PER14.88、PBR2.36、ROE15.89、配当利回り2.02、自己資本比率79.19、営業利益率34.62 【直近材料補強 2026/06/29】バリュエーション: PER14.88倍は中立圏。 クオリティ: ROE15.89%で資本効率は強め、営業利益率34.62%で高収益、自己資本比率79.19%で財務安全性高め。 直近イベント解釈: M&A/提携による成長・再編材料。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=6080 / 株探決算:https://kabutan.jp/stock/finance?code=6080
6178	日本郵政	未保有	対象外	2161	対象外	15.96	0.62	3.91	2.78	3.35	9.37	サービス業	📈【A】 自己株式取得終了・中計。 【ファンダメンタル確認値】現在値2161、PER15.96、PBR0.62、ROE3.91、配当利回り2.78、自己資本比率3.35、営業利益率9.37 【直近材料補強 2026/06/29】バリュエーション: PER15.96倍は中立圏、PBR0.62倍でPBR1倍割れ改善余地。 クオリティ: ROE3.91%で資本効率改善待ち、自己資本比率3.35%で財務レバレッジに注意。 直近イベント解釈: M&A/提携による成長・再編材料。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: PBR1倍割れでもROE低めのため、資本効率改善策が出るか確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=6178 / 株探決算:https://kabutan.jp/stock/finance?code=6178
6228	ジェイ・イー・ティ	未保有	対象外	512	対象外	赤字	0.69	赤字	0.00	49.82	-10.18	機械	📉【D】 猶予期間入り・違約金徴求。 【ファンダメンタル確認値】現在値512、PER赤字、PBR0.69、ROE赤字、配当利回り0.00、自己資本比率49.82、営業利益率-10.18 【直近材料補強 2026/06/29】バリュエーション: PBR0.69倍でPBR1倍割れ改善余地。 クオリティ: 営業利益率-10.18%で採算改善が課題。 株主還元: 配当利回り0%で還元妙味は弱め。 直近イベント解釈: 業績悪化/減損系のネガティブ材料。 セクター材料: 省人化・半導体製造装置・インフラ/資源開発・中国需要がテーマ。受注モメンタムを重視。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=6228 / 株探決算:https://kabutan.jp/stock/finance?code=6228
6273	ＳＭＣ	未保有	対象外	71630	対象外	26.60	2.14	8.04	1.40	91.49	22.62	機械	📈【B】 自己株式取得状況。 【ファンダメンタル確認値】現在値71630、PER26.60、PBR2.14、ROE8.04、配当利回り1.40、自己資本比率91.49、営業利益率22.62 【直近材料補強 2026/06/29】バリュエーション: PER26.6倍で期待先行/割高感に注意。 クオリティ: 営業利益率22.62%で高収益、自己資本比率91.49%で財務安全性高め。 直近イベント解釈: M&A/提携による成長・再編材料。 セクター材料: 省人化・半導体製造装置・インフラ/資源開発・中国需要がテーマ。受注モメンタムを重視。 次回チェック: 高PERを正当化する成長材料が追加で必要。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=6273 / 株探決算:https://kabutan.jp/stock/finance?code=6273
